training_step, return
1560823,11.0
1561074,7.0
1561626,11.0
1561991,7.0
1562279,7.0
1562342,11.0
1562467,4.0
1562774,7.0
1562886,7.0
1563104,3.0
1563647,3.0
1564050,7.0
1564338,7.0
1564409,7.0
1564592,5.0
1564834,7.0
1564944,7.0
1565163,7.0
1565531,3.0
1565718,7.0
1566104,7.0
1566287,3.0
1566327,2.0
1566650,7.0
1566918,11.0
1567004,7.0
1567551,3.0
1567805,11.0
1568185,11.0
1568347,7.0
1568396,7.0
1568682,3.0
1568946,3.0
1569069,7.0
1569615,7.0
1569864,7.0
1570244,7.0
1570370,3.0
1570463,7.0
1570738,7.0
1570972,3.0
1571123,7.0
1571687,7.0
1571931,7.0
1572278,3.0
1572452,11.0
1572518,7.0
1572794,7.0
1573055,11.0
1573190,7.0
1573742,7.0
1573959,3.0
1574366,11.0
1574513,7.0
1574655,9.0
1574854,7.0
1575116,7.0
1575268,7.0
1575804,7.0
1576046,11.0
1576433,7.0
1576606,11.0
1576755,5.0
1576937,11.0
1577174,7.0
1577292,3.0
1577857,7.0
1578109,7.0
1578493,7.0
1578628,3.0
1578825,7.0
1578999,7.0
1579243,7.0
1579353,4.0
1579926,7.0
1580180,7.0
1580554,7.0
1580689,7.0
1580880,7.0
1581083,11.0
1581330,11.0
1581443,11.0
1582013,11.0
1582244,7.0
1582582,3.0
1582746,7.0
1582901,3.0
1583176,11.0
1583414,11.0
1583529,11.0
1584085,7.0
1584299,7.0
1584664,11.0
1584806,7.0
1584981,7.0
1585241,7.0
1585495,11.0
1585552,3.0
1586109,3.0
1586358,7.0
1586750,11.0
1586867,7.0
1587045,7.0
1587317,11.0
1587557,7.0
1588192,8.0
1588463,11.0
1588638,7.0
1588775,3.0
1588922,7.0
1589105,7.0
1589347,3.0
1589643,11.0
1590248,7.0
1590544,11.0
1590701,7.0
1590833,7.0
1591003,7.0
1591369,3.0
1591859,7.0
1591952,3.0
1592122,8.0
1592275,3.0
1592601,7.0
1592643,11.0
1593066,7.0
1593449,11.0
1594035,11.0
1594215,11.0
1594329,4.0
1594644,3.0
1594727,11.0
1594867,11.0
1595129,7.0
1595513,7.0
1596095,7.0
1596293,7.0
1596388,7.0
1596728,11.0
1596797,7.0
1597220,11.0
1597502,2.0
1597574,7.0
1597940,6.0
1598160,7.0
1598315,3.0
1598811,11.0
1598871,7.0
1599321,5.0
1599440,3.0
1599635,7.0
1600003,7.0
1600187,3.0
1600504,11.0
1600832,3.0
1601374,7.0
1601505,7.0
1601719,11.0
1601927,6.0
1602064,7.0
1602251,7.0
1602570,7.0
1602889,7.0
1603047,3.0
1603306,1.0
1603429,7.0
1603560,7.0
1603724,7.0
1603777,4.0
1604145,11.0
1604993,8.0
1605113,7.0
1605362,7.0
1605498,7.0
1605598,3.0
1605744,3.0
1605838,7.0
1606206,7.0
1607057,7.0
1607210,11.0
1607325,3.0
1607387,3.0
1607565,7.0
1607659,7.0
1607808,7.0
1607941,5.0
1609124,7.0
1609234,3.0
1609376,7.0
1609409,3.0
1609624,7.0
1609750,11.0
1609835,3.0
1610039,11.0
1610530,3.0
1611190,7.0
1611293,7.0
1611409,3.0
1611684,7.0
1611790,3.0
1611886,7.0
1612066,3.0
1612587,7.0
1612982,2.0
1613250,7.0
1613380,11.0
1613467,7.0
1613720,3.0
1613850,7.0
1614143,11.0
1614689,5.0
1615041,7.0
1615274,3.0
1615432,7.0
1615520,7.0
1615955,5.0
1616169,3.0
1616747,7.0
1616842,11.0
1617126,11.0
1617294,3.0
1617423,2.0
1617597,7.0
1618233,7.0
1618772,3.0
1618926,11.0
1618952,11.0
1619198,7.0
1619374,11.0
1619492,7.0
1619653,7.0
1620103,7.0
1620291,7.0
1620496,3.0
1620610,3.0
1620834,7.0
1620958,3.0
1621219,3.0
1621711,7.0
1622161,7.0
1622371,11.0
1622900,7.0
1622976,3.0
1623273,7.0
1623476,7.0
1623603,11.0
1623743,3.0
1624233,7.0
1624393,3.0
1624956,7.0
1625067,11.0
1625356,7.0
1625537,7.0
1625688,11.0
1625848,11.0
1626477,11.0
1627013,7.0
1627138,7.0
1627222,11.0
1627409,7.0
1627609,7.0
1627776,11.0
1627912,7.0
1628572,11.0
1629081,7.0
1629243,11.0
1629313,11.0
1629463,7.0
1629700,11.0
1629810,3.0
1629968,7.0
1630651,11.0
1631168,11.0
1631312,7.0
1631378,7.0
1631549,11.0
1631783,11.0
1631871,7.0
1632057,7.0
1632711,7.0
1633264,11.0
1633368,7.0
1633447,7.0
1633846,7.0
1633967,11.0
1634082,3.0
1634642,10.0
1634808,11.0
1635318,7.0
1635431,7.0
1635484,3.0
1635938,11.0
1636012,3.0
1636117,3.0
1636609,3.0
1636675,3.0
1636871,7.0
1637134,3.0
1637343,3.0
1637449,3.0
1637976,3.0
1638176,7.0
1638671,7.0
1638729,7.0
1638894,3.0
1639298,3.0
1639400,7.0
1639512,7.0
1640008,3.0
1640106,7.0
1640726,7.0
1640787,7.0
1641000,11.0
1641134,3.0
1641230,3.0
1641360,7.0
1641459,7.0
1641567,7.0
1642794,7.0
1642819,3.0
1643165,3.0
1643250,3.0
1643415,4.0
1643536,11.0
1643630,7.0
1643999,11.0
1644862,7.0
1644882,7.0
1645221,7.0
1645286,3.0
1645502,11.0
1645598,7.0
1645692,7.0
1646007,3.0
1646085,11.0
1646884,3.0
1647243,3.0
1647372,11.0
1647678,11.0
1647804,11.0
1648080,4.0
1648180,11.0
1648502,11.0
1648976,11.0
1649304,7.0
1649450,11.0
1649761,11.0
1649843,3.0
1650105,3.0
1650215,3.0
1650593,11.0
1651047,7.0
1651397,11.0
1651505,7.0
1651782,3.0
1651942,11.0
1652186,11.0
1652302,11.0
1652650,7.0
1653117,7.0
1653478,11.0
1653574,7.0
1653876,11.0
1654009,7.0
1654216,3.0
1654370,7.0
1654714,7.0
1655138,3.0
1655547,7.0
1655706,9.0
1655906,3.0
1656070,7.0
1656254,3.0
1656445,7.0
1656804,11.0
1657195,7.0
1657570,3.0
1657763,7.0
1657930,3.0
1658153,11.0
1658327,7.0
1658474,3.0
1658906,11.0
1659285,11.0
1659659,11.0
1659830,7.0
1659990,7.0
1660188,3.0
1660386,7.0
1660536,7.0
1660982,7.0
1661308,3.0
1661722,7.0
1662043,7.0
1662279,11.0
1662448,7.0
1662601,7.0
1662824,11.0
1663039,7.0
1663418,11.0
1663577,3.0
1663801,11.0
1664139,11.0
1664682,11.0
1664905,7.0
1665130,11.0
1665268,11.0
1665518,11.0
1665877,7.0
1666224,11.0
1666389,3.0
1666576,11.0
1666758,7.0
1666996,11.0
1667574,7.0
1667935,3.0
1668122,11.0
1668259,3.0
1668464,7.0
1668636,7.0
1668838,7.0
1669098,11.0
1669640,7.0
1669762,3.0
1670018,11.0
1670194,7.0
1670316,7.0
1670543,11.0
1670912,7.0
1671175,4.0
1671439,3.0
1671824,7.0
1672095,7.0
1672283,11.0
1672570,3.0
1672632,7.0
1672990,11.0
1673756,3.0
1673881,7.0
1674169,7.0
1674368,11.0
1674445,11.0
1674657,11.0
1675051,7.0
1675089,11.0
1675807,7.0
1675960,7.0
1676266,11.0
1676428,7.0
1676512,7.0
1676716,7.0
1677152,7.0
1678026,7.0
1678062,11.0
1678339,7.0
1678517,11.0
1678565,3.0
1678777,7.0
1678867,9.0
1679235,11.0
1680081,7.0
1680161,11.0
1680435,11.0
1680602,11.0
1680646,11.0
1680845,7.0
1680951,7.0
1681329,11.0
1682137,7.0
1682260,11.0
1682496,7.0
1682700,7.0
1682925,7.0
1683020,7.0
1683410,11.0
1683600,11.0
1684181,3.0
1684336,7.0
1684591,11.0
1684764,7.0
1684980,7.0
1685086,7.0
1685681,11.0
1686238,7.0
1686422,11.0
1686659,7.0
1686859,11.0
1687153,7.0
1687336,11.0
1687739,7.0
1687978,11.0
1688270,3.0
1688495,7.0
1688682,3.0
1688890,3.0
1689220,7.0
1689423,7.0
1689794,7.0
1690065,11.0
1690326,7.0
1690561,7.0
1690735,7.0
1690957,7.0
1691303,11.0
1691505,11.0
1691902,11.0
1692133,7.0
1692405,11.0
1692640,11.0
1692796,7.0
1693039,7.0
1693361,7.0
1693558,7.0
1693759,3.0
1693993,11.0
1694162,3.0
1694507,11.0
1694862,7.0
1695119,11.0
1695621,7.0
1695823,7.0
1696057,7.0
1696254,11.0
1696364,11.0
1696564,7.0
1696953,11.0
1697196,7.0
1698338,11.0
1698449,11.0
1698592,3.0
1698754,11.0
1699028,11.0
1699063,11.0
1699282,11.0
1699870,11.0
1700429,11.0
1700509,7.0
1700612,3.0
1700849,11.0
1701094,7.0
1701154,11.0
1701344,7.0
1701626,3.0
1701760,7.0
1701927,7.0
1702526,11.0
1702919,4.0
1703055,3.0
1703154,7.0
1703237,7.0
1703425,7.0
1703696,7.0
1704755,11.0
1704946,3.0
1705117,7.0
1705224,7.0
1705294,7.0
1705453,3.0
1705511,11.0
1705753,7.0
1706812,7.0
1707009,7.0
1707305,11.0
1707385,11.0
1707514,7.0
1707574,7.0
1707775,3.0
1708093,7.0
1708727,7.0
1708883,7.0
1709075,7.0
1709216,3.0
1709367,7.0
1709448,7.0
1709573,7.0
1709837,7.0
1711094,3.0
1711271,7.0
1711433,7.0
1711476,3.0
1711631,4.0
1711707,7.0
1711896,7.0
1712012,11.0
1713153,7.0
1713360,11.0
1713488,7.0
1713535,7.0
1713704,7.0
1713789,11.0
1713922,3.0
1714070,7.0
1715046,3.0
1715235,11.0
1715429,7.0
1715546,7.0
1715615,11.0
1715769,7.0
1715862,7.0
1716126,7.0
1716731,3.0
1716980,3.0
1717295,7.0
1717503,11.0
1717624,11.0
1717836,7.0
1718036,11.0
1718186,7.0
1718770,3.0
1719042,7.0
1719328,3.0
1719687,7.0
1719929,11.0
1720092,7.0
1720246,7.0
1720497,11.0
1720848,11.0
1721106,4.0
1721215,3.0
1721386,7.0
1722009,11.0
1722327,11.0
1722561,7.0
1722681,11.0
1723130,3.0
1723276,7.0
1723441,7.0
1723846,11.0
1724068,7.0
1724387,4.0
1724622,7.0
1724770,11.0
1725222,11.0
1725514,7.0
1725750,3.0
1725927,11.0
1726142,7.0
1726335,6.0
1726441,7.0
1726640,3.0
1726862,11.0
1727278,7.0
1727781,3.0
1727990,7.0
1728162,3.0
1728355,3.0
1728505,7.0
1728701,7.0
1728949,11.0
1729363,11.0
1729807,3.0
1730081,11.0
1730215,7.0
1730418,7.0
1730565,7.0
1730760,7.0
1731030,7.0
1731689,3.0
1731868,7.0
1732146,7.0
1732299,11.0
1732353,11.0
1732474,7.0
1732845,11.0
1733099,7.0
1733712,3.0
1733925,7.0
1734223,11.0
1734353,7.0
1734431,11.0
1734539,7.0
1734910,7.0
1735163,7.0
1735739,3.0
1736022,5.0
1736255,3.0
1736420,7.0
1736495,7.0
1736633,11.0
1736976,7.0
1737794,7.0
1738048,3.0
1738149,11.0
1738314,7.0
1738581,11.0
1738686,7.0
1739547,11.0
1739852,7.0
1739970,11.0
1740104,7.0
1740244,11.0
1740366,7.0
1740667,11.0
1740740,7.0
1741612,7.0
1741915,7.0
1742025,7.0
1742185,11.0
1742345,11.0
1742428,7.0
1742701,3.0
1742804,7.0
1743157,3.0
1743305,3.0
1743991,7.0
1744430,11.0
1744487,7.0
1744607,11.0
1744768,7.0
1744862,7.0
1745195,3.0
1746053,7.0
1746287,11.0
1746492,7.0
1746581,11.0
1746671,7.0
1746873,11.0
1746935,7.0
1747277,11.0
1747415,3.0
1748135,7.0
1748570,11.0
1748667,11.0
1748733,7.0
1748939,7.0
1748988,7.0
1749337,7.0
1749496,7.0
1750220,11.0
1750635,7.0
1750751,11.0
1750835,11.0
1751028,11.0
1751067,11.0
1751404,7.0
1752288,7.0
1752467,7.0
1752717,11.0
1752840,11.0
1752903,7.0
1753083,7.0
1753167,11.0
1753462,7.0
1754361,7.0
1754535,7.0
1754997,11.0
1755264,11.0
1755528,7.0
1755719,11.0
1755820,11.0
1756094,8.0
1756398,3.0
1756623,11.0
1757092,7.0
1757221,3.0
1757327,7.0
1757588,7.0
1757739,3.0
1757811,8.0
1757908,11.0
1758485,7.0
1759160,7.0
1759386,7.0
1759867,7.0
1760014,11.0
1760225,11.0
1760575,11.0
1760596,11.0
1760729,8.0
1761212,4.0
1761447,7.0
1761938,7.0
1762080,7.0
1762325,11.0
1762695,8.0
1762831,8.0
1763171,2.0
1763508,7.0
1763561,11.0
1764004,7.0
1764211,11.0
1764404,4.0
1764721,3.0
1764897,7.0
1765189,3.0
1765574,7.0
1765661,11.0
1766063,7.0
1766283,7.0
1766497,11.0
1766784,7.0
1766958,7.0
1767147,2.0
1767400,3.0
1767632,7.0
1767691,3.0
1768550,7.0
1768929,9.0
1769068,11.0
1769235,11.0
1769489,11.0
1769669,3.0
1769772,11.0
1770143,11.0
1770615,7.0
1771013,11.0
1771158,11.0
1771353,5.0
1771546,7.0
1771699,3.0
1771843,7.0
1772203,7.0
1772674,7.0
1773076,7.0
1773215,7.0
1773356,7.0
1773415,7.0
1773601,7.0
1773753,7.0
1773928,11.0
1774737,7.0
1774908,7.0
1775145,7.0
1775479,7.0
1775601,2.0
1776015,11.0
1776202,11.0
1776341,11.0
1776737,2.0
1776931,3.0
1777206,7.0
1777477,3.0
1777536,7.0
1777662,7.0
1778093,11.0
1778303,5.0
1778813,11.0
1778999,7.0
1779554,7.0
1779620,11.0
1779747,11.0
1780173,11.0
1780202,11.0
1780365,7.0
1780873,7.0
1781018,3.0
1781607,4.0
1781681,7.0
1781822,11.0
1782232,7.0
1782284,11.0
1782426,7.0
1782933,7.0
1783072,7.0
1783628,3.0
1783743,7.0
1783847,3.0
1784258,3.0
1784371,11.0
1784486,7.0
1784997,7.0
1785138,7.0
1785693,7.0
1785772,3.0
1785938,11.0
1786094,2.0
1786294,3.0
1786456,11.0
1786578,11.0
1787256,5.0
1787782,11.0
1787866,11.0
1788002,7.0
1788151,7.0
1788350,7.0
1788550,11.0
1788639,7.0
1789317,7.0
1789845,7.0
1789943,11.0
1790081,4.0
1790224,7.0
1790491,9.0
1790609,7.0
1790701,7.0
1791388,7.0
1791881,3.0
1792025,7.0
1792186,5.0
1792549,7.0
1792708,11.0
1792724,3.0
1793232,8.0
1793442,7.0
1793937,7.0
1794056,3.0
1794210,3.0
1794388,7.0
1794572,3.0
1794728,3.0
1794785,7.0
1795527,11.0
1795961,3.0
1796121,7.0
1796289,11.0
1796649,11.0
1796785,7.0
1796841,7.0
1797358,7.0
1797613,11.0
1797993,7.0
1798039,11.0
1798147,3.0
1798310,3.0
1798735,11.0
1798872,11.0
1799267,3.0
1799437,11.0
1799641,3.0
1800105,7.0
1800379,7.0
1800798,7.0
1800942,7.0
1800981,11.0
1801323,7.0
1801494,7.0
1801631,2.0
1802106,3.0
1802160,7.0
1802449,7.0
1802853,7.0
1803277,3.0
1803355,3.0
1803579,11.0
1803696,7.0
1803949,5.0
1804187,11.0
1804467,3.0
1804696,3.0
1804877,3.0
1805338,7.0
1805410,7.0
1805590,3.0
1805765,7.0
1805995,3.0
1806081,5.0
1806240,7.0
1806770,7.0
1807404,4.0
1807468,7.0
1807828,4.0
1808021,3.0
1808169,11.0
1808268,3.0
1808586,11.0
1808825,7.0
1808957,3.0
1809460,7.0
1809561,11.0
1810087,7.0
1810239,7.0
1810337,7.0
1810645,7.0
1810859,3.0
1811011,7.0
1811516,7.0
1811626,7.0
1811798,7.0
1812143,7.0
1812304,7.0
1812361,3.0
1812917,7.0
1813584,7.0
1813683,7.0
1813858,7.0
1813998,7.0
1814172,3.0
1814440,11.0
1815013,11.0
1815155,7.0
1815293,11.0
1815571,2.0
1815748,7.0
1815882,3.0
1816276,5.0
1816507,4.0
1817085,7.0
1817211,7.0
1817384,11.0
1817629,7.0
1817823,11.0
1817949,7.0
1818365,11.0
1818572,7.0
1818750,3.0
1819121,3.0
1819272,7.0
1819455,7.0
1819882,7.0
1820007,7.0
1820391,3.0
1820594,3.0
1821208,11.0
1821329,7.0
1821560,11.0
1821759,5.0
1821966,11.0
1822069,7.0
1822447,7.0
1822672,11.0
1823402,7.0
1823585,3.0
1823821,7.0
1824021,7.0
1824135,7.0
1824246,9.0
1824530,11.0
1824742,7.0
1825669,11.0
1825889,7.0
1826084,7.0
1826223,11.0
1826345,11.0
1826388,11.0
1826586,7.0
1826825,11.0
1827733,7.0
1827948,7.0
1828107,3.0
1828313,11.0
1828439,11.0
1828447,7.0
1828608,3.0
1828908,11.0
1829787,7.0
1830001,7.0
1830226,8.0
1830496,7.0
1830518,4.0
1830666,7.0
1830985,7.0
1831305,11.0
1831858,7.0
1832067,7.0
1832248,3.0
1832669,9.0
1832745,11.0
1833011,3.0
1833357,7.0
1833495,11.0
1833947,11.0
1834125,7.0
1834304,7.0
1834473,3.0
1834696,3.0
1834803,7.0
1835036,3.0
1835556,7.0
1835923,3.0
1835976,3.0
1836155,3.0
1836198,7.0
1836360,7.0
1836534,7.0
1836672,3.0
1836776,11.0
1837987,7.0
1838093,8.0
1838191,3.0
1838267,7.0
1838418,7.0
1838594,7.0
1838734,7.0
1839656,1.0
1839800,5.0
1840049,7.0
1840119,3.0
1840219,3.0
1840331,7.0
1840444,3.0
1840758,3.0
1840953,7.0
1841570,3.0
1841711,7.0
1841843,2.0
1842038,2.0
1842210,11.0
1842277,7.0
1842421,11.0
1842983,3.0
1843400,3.0
1843623,7.0
1843771,7.0
1843904,7.0
1844100,7.0
1844233,3.0
1844454,3.0
1845052,7.0
1845686,7.0
1845798,3.0
1846184,11.0
1846361,12.0
1846377,4.0
1846533,7.0
1846905,11.0
1847128,11.0
1847494,3.0
1847771,8.0
1847873,11.0
1848269,11.0
1848423,7.0
1848581,4.0
1848965,7.0
1849194,7.0
1849550,7.0
1849953,11.0
1850331,7.0
1850493,7.0
1850648,7.0
1850769,11.0
1851029,7.0
1851216,3.0
1851612,7.0
1851977,3.0
1852390,7.0
1852557,7.0
1852706,7.0
1852831,7.0
1853092,7.0
1853242,3.0
1853701,11.0
1854032,7.0
1854211,3.0
1854365,3.0
1854449,7.0
1854781,7.0
1854912,11.0
1855604,9.0
1855743,3.0
1856093,7.0
1856282,7.0
1856422,7.0
1856507,7.0
1856859,11.0
1856997,11.0
1857689,11.0
1857801,7.0
1858161,7.0
1858312,3.0
1858448,3.0
1858571,7.0
1858919,7.0
1859761,7.0
1859855,7.0
1860084,7.0
1860231,7.0
1860397,11.0
1860468,3.0
1860638,7.0
1860947,2.0
1861013,11.0
1861201,3.0
1861780,3.0
1862252,3.0
1862464,7.0
1862529,7.0
1862701,4.0
1863039,3.0
1863224,3.0
1863372,3.0
1863657,3.0
1863834,7.0
1863933,11.0
1864519,7.0
1864769,7.0
1865019,2.0
1865104,7.0
1865280,7.0
1865455,4.0
1865953,5.0
1866220,3.0
1866540,3.0
1866689,9.0
1866827,7.0
1867056,3.0
1867333,7.0
1867510,7.0
1868008,7.0
1868246,3.0
1868633,11.0
1868744,4.0
1868884,7.0
1869167,11.0
1869386,7.0
1869537,3.0
1870063,7.0
1870276,3.0
1870655,3.0
1870827,11.0
1870915,3.0
1871221,7.0
1871484,5.0
1871590,7.0
1872061,2.0
1872356,11.0
1872708,7.0
1872915,11.0
1873020,8.0
1873283,7.0
1873504,3.0
1873656,7.0
1874122,7.0
1874436,11.0
1874771,7.0
1874976,7.0
1875099,11.0
1875341,7.0
1875558,7.0
1875726,7.0
1876179,7.0
1876489,7.0
1876687,3.0
1876855,11.0
1877036,7.0
1877163,7.0
1877336,7.0
1877364,3.0
1877781,7.0
1877979,3.0
1878558,7.0
1879099,7.0
1879254,11.0
1879327,2.0
1879427,7.0
1879671,11.0
1879876,11.0
1880613,7.0
1880981,5.0
1881131,3.0
1881390,7.0
1881482,7.0
1881768,11.0
1881903,3.0
1882240,11.0
1882674,7.0
1883013,3.0
1883231,11.0
1883389,7.0
1883414,3.0
1883546,7.0
1883842,7.0
1883957,7.0
1884751,4.0
1885097,11.0
1885319,11.0
1885446,7.0
1885473,7.0
1885604,7.0
1885916,11.0
1886031,7.0
1886817,7.0
1887155,7.0
1887395,7.0
1887434,2.0
1887529,7.0
1887675,7.0
1887974,7.0
1888087,7.0
1888277,3.0
1888686,7.0
1888897,11.0
1889450,7.0
1889499,7.0
1889741,7.0
1890032,7.0
1890111,3.0
1890302,3.0
1890750,7.0
1890957,7.0
1891468,3.0
1891561,7.0
1891811,7.0
1892141,11.0
1892182,4.0
1892360,7.0
1892775,3.0
1893021,7.0
1893298,3.0
1893525,7.0
1893643,11.0
1893867,7.0
1894204,7.0
1894417,7.0
1894841,4.0
1895086,7.0
1895376,11.0
1895587,7.0
1895727,11.0
1895950,11.0
1896259,7.0
1896478,7.0
1896898,7.0
1897144,7.0
1897607,3.0
1897781,7.0
1898091,9.0
1898326,7.0
1898369,11.0
1898561,11.0
1898927,3.0
1899227,11.0
1899523,7.0
1899668,7.0
1899850,7.0
1900152,7.0
1900630,7.0
1900790,3.0
1900986,7.0
1901251,3.0
1901369,9.0
1901588,7.0
1901904,7.0
1902222,7.0
1902699,7.0
1902878,11.0
1903068,11.0
1903313,7.0
1903455,11.0
1903973,7.0
1904282,7.0
1904583,11.0
1904767,7.0
1904940,7.0
1905148,11.0
1905378,7.0
1905557,5.0
1905995,3.0
1906279,2.0
1906671,11.0
1906822,7.0
1907204,7.0
1907436,7.0
1907625,7.0
1907926,11.0
1908050,7.0
1908330,7.0
1908750,11.0
1908852,3.0
1909262,7.0
1909446,3.0
1909495,7.0
1909685,7.0
1909978,7.0
1910104,7.0
1910810,7.0
1910936,11.0
1911345,11.0
1911473,3.0
1911646,9.0
1911747,7.0
1912063,11.0
1912186,11.0
1912836,3.0
1913016,11.0
1913302,3.0
1913414,7.0
1913502,3.0
1913710,7.0
1913774,3.0
1914116,7.0
1914595,2.0
1914927,11.0
1915098,11.0
1915362,7.0
1915500,11.0
1915766,7.0
1915835,7.0
1916192,7.0
1916660,7.0
1917010,11.0
1917308,3.0
1917434,7.0
1917826,7.0
1917913,11.0
1918164,6.0
1918514,11.0
1918695,3.0
1919098,11.0
1919365,7.0
1919510,7.0
1919637,3.0
1919886,7.0
1919998,11.0
1920228,7.0
1920785,11.0
1921133,3.0
1921551,3.0
1921941,7.0
1922052,7.0
1922282,7.0
1922376,5.0
1922626,11.0
1923163,3.0
1923622,7.0
1923777,11.0
1923996,7.0
1924135,11.0
1924280,3.0
1924375,11.0
1924468,11.0
1924714,11.0
1924927,7.0
1925681,7.0
1926054,7.0
1926200,7.0
1926344,7.0
1926399,3.0
1926522,7.0
1926796,11.0
1926990,7.0
1927772,11.0
1928122,7.0
1928461,7.0
1928617,11.0
1928902,5.0
1929056,7.0
1929287,7.0
1929333,11.0
1929830,7.0
1930211,11.0
1930517,7.0
1930971,7.0
1931323,3.0
1931393,7.0
1931672,6.0
1932066,11.0
1932270,7.0
1932603,11.0
1932790,3.0
1932818,11.0
1933414,11.0
1933535,9.0
1934011,9.0
1934169,8.0
1934296,3.0
1934660,7.0
1934855,7.0
1934872,7.0
1935600,7.0
1936029,7.0
1936091,11.0
1936233,7.0
1936350,7.0
1936468,9.0
1936680,3.0
1936909,7.0
1937665,7.0
1937806,3.0
1938120,3.0
1938268,3.0
1938406,7.0
1938525,7.0
1938935,3.0
1939002,7.0
1939363,2.0
1939868,7.0
1940149,4.0
1940208,11.0
1940460,7.0
1940583,7.0
1940788,11.0
1940999,4.0
1941930,7.0
1942264,7.0
1942365,8.0
1942535,4.0
1942699,8.0
1942850,7.0
1943098,8.0
1943128,11.0
1944012,11.0
1944285,7.0
1944325,7.0
1944598,7.0
1944793,11.0
1944913,7.0
1945486,11.0
1946035,3.0
1946185,7.0
1946342,7.0
1946377,7.0
1946820,3.0
1946968,4.0
1947501,3.0
1947564,11.0
1947654,9.0
1948094,7.0
1948239,7.0
1948373,3.0
1948878,7.0
1949520,3.0
1949624,7.0
1949715,7.0
1950034,6.0
1950147,7.0
1950341,8.0
1950429,7.0
1950934,7.0
1951547,3.0
1951651,3.0
1951821,5.0
1952135,8.0
1952215,7.0
1952398,7.0
1952489,7.0
1952965,3.0
1953301,2.0
1953629,11.0
1953709,7.0
1953881,7.0
1954154,3.0
1954420,3.0
1954546,7.0
1954800,2.0
1955051,11.0
1955321,3.0
1955692,7.0
1955938,7.0
1956522,5.0
1956566,3.0
1956825,3.0
1957108,7.0
1957215,6.0
1957386,7.0
1957750,7.0
1958018,11.0
1958548,3.0
1958627,7.0
1958920,8.0
1959171,7.0
1959275,7.0
1959419,3.0
1959854,5.0
1960124,8.0
1960349,1.0
1960540,3.0
1960606,7.0
1960694,7.0
1960987,7.0
1961239,7.0
1961875,3.0
1962155,3.0
1962435,11.0
1962594,7.0
1962625,3.0
1962776,11.0
1963086,11.0
1963351,5.0
1963895,3.0
1963934,7.0
1964179,3.0
1964696,7.0
1965111,3.0
1965411,7.0
1965459,5.0
1965593,11.0
1965922,3.0
1965960,3.0
1966263,11.0
1966756,7.0
1967111,7.0
1967174,7.0
1967495,11.0
1967542,11.0
1967678,11.0
1967886,3.0
1968345,11.0
1968930,5.0
1969138,3.0
1969233,7.0
1969516,3.0
1969600,7.0
1969768,11.0
1969943,7.0
1970408,7.0
1970991,7.0
1971194,7.0
1971298,7.0
1971574,7.0
1971688,11.0
1971824,7.0
1972021,11.0
1972146,7.0
1972472,7.0
1973251,7.0
1973328,3.0
1973682,8.0
1973716,3.0
1973890,7.0
1974204,7.0
1974527,7.0
1974835,3.0
1974990,7.0
1975319,7.0
1975401,7.0
1975707,3.0
1975948,7.0
1976233,3.0
1976519,3.0
1976618,11.0
1976841,2.0
1977075,8.0
1977389,7.0
1977729,3.0
1978261,3.0
1978590,4.0
1978676,7.0
1978817,2.0
1978893,7.0
1979003,6.0
1979130,7.0
1979410,3.0
1980122,3.0
1980321,7.0
1980532,3.0
1980656,7.0
1980754,11.0
1980879,7.0
1980954,7.0
1981206,11.0
1982178,4.0
1982345,3.0
1982593,7.0
1982775,3.0
1982938,7.0
1983056,5.0
1983294,8.0
1983750,7.0
1984245,7.0
1984413,7.0
1984649,7.0
1985358,7.0
1985549,3.0
1985806,7.0
1985901,11.0
1985971,9.0
1986143,7.0
1986302,7.0
1986707,7.0
1987398,3.0
1987576,3.0
1987869,7.0
1987962,7.0
1988032,7.0
1988167,3.0
1988774,7.0
1989353,6.0
1989501,5.0
1989672,11.0
1989926,7.0
1990000,3.0
1990136,5.0
1990248,11.0
1990459,2.0
1990846,7.0
1991540,3.0
1991752,11.0
1992014,11.0
1992055,7.0
1992231,11.0
1992402,6.0
1992512,7.0
1992908,7.0
1993633,11.0
1993742,2.0
1994135,11.0
1994290,7.0
1994468,7.0
1994541,3.0
1994969,7.0
1995022,8.0
1995743,5.0
1995880,9.0
1996155,3.0
1996354,7.0
1996525,7.0
1996626,11.0
1997039,7.0
1997088,4.0
1997273,3.0
1998418,7.0
1998589,7.0
1998701,11.0
1998751,5.0
1998861,11.0
1999155,7.0
1999293,3.0
1999472,1.0
1999873,3.0
2000056,5.0
2000239,2.0
2000785,11.0
2000968,5.0
2001175,3.0
2001352,7.0
2001526,7.0
2001631,9.0
2001862,2.0
2002232,2.0
2003013,3.0
2003234,7.0
2003350,3.0
2003434,11.0
2003605,11.0
2003686,7.0
2003778,8.0
2003892,3.0
2004949,1.0
2005091,11.0
2005292,7.0
2005368,3.0
2005545,5.0
2005634,3.0
2005775,11.0
2005841,7.0
2007011,7.0
2007148,7.0
2007431,7.0
2007565,3.0
2007693,7.0
2007860,11.0
2007920,7.0
2008097,2.0
2008387,7.0
2009210,7.0
2009498,7.0
2009590,3.0
2009727,3.0
2009942,11.0
2009949,3.0
2010185,11.0
2010410,3.0
2010844,3.0
2011276,7.0
2011573,11.0
2011646,7.0
2011969,3.0
2012242,7.0
2012397,3.0
