training_step, return
58763,5.0
58843,3.0
59616,2.0
59824,1.0
60012,3.0
60146,3.0
60283,4.0
60458,3.0
60563,4.0
60975,5.0
61634,1.0
61841,2.0
62017,0.0
62059,3.0
62182,3.0
62379,8.0
62461,2.0
62726,10.0
63161,2.0
63319,3.0
63526,1.0
63833,2.0
63873,3.0
64081,7.0
64489,4.0
64725,6.0
65204,3.0
65372,3.0
65575,3.0
65949,11.0
66078,2.0
66290,1.0
66688,2.0
66746,3.0
66823,11.0
67361,1.0
67564,5.0
67952,3.0
68027,4.0
68309,2.0
68420,1.0
68749,3.0
68795,3.0
69208,10.0
69653,7.0
69992,3.0
70140,5.0
70371,4.0
70525,5.0
70833,3.0
71299,4.0
71732,4.0
71949,2.0
72085,7.0
72136,2.0
72420,3.0
72665,7.0
73319,3.0
73734,1.0
73893,6.0
74117,3.0
74265,8.0
74503,4.0
75063,7.0
75382,7.0
75598,13.0
75795,7.0
75970,7.0
76233,11.0
76366,5.0
76528,3.0
76746,3.0
77856,7.0
77980,2.0
78056,4.0
78442,6.0
78619,7.0
78808,4.0
79272,9.0
79362,7.0
79577,2.0
80074,7.0
80146,7.0
80460,2.0
80700,7.0
80836,3.0
80937,6.0
81224,1.0
81308,3.0
81612,3.0
82168,4.0
82524,4.0
82797,11.0
82876,3.0
83037,4.0
83296,3.0
83713,4.0
84367,6.0
84563,3.0
84841,3.0
84979,5.0
85140,3.0
85335,3.0
85744,3.0
86070,4.0
86440,3.0
86686,8.0
86912,3.0
87065,7.0
87579,3.0
87805,3.0
88234,6.0
88304,8.0
88451,7.0
89080,2.0
89770,9.0
89852,3.0
89987,6.0
90381,11.0
90514,7.0
91181,4.0
91203,3.0
91592,7.0
91781,2.0
91938,4.0
92059,3.0
92358,7.0
92404,3.0
92512,2.0
93244,7.0
93639,3.0
93696,5.0
93807,3.0
93969,3.0
94147,11.0
94497,4.0
94934,2.0
95305,7.0
95354,4.0
95680,3.0
95775,4.0
95977,2.0
96183,3.0
96534,3.0
96868,2.0
97125,3.0
97339,3.0
97418,7.0
97962,5.0
98265,7.0
98561,3.0
98891,3.0
99377,3.0
99568,6.0
99673,2.0
99728,11.0
100191,6.0
101004,8.0
101035,6.0
101430,3.0
101562,2.0
101670,2.0
101840,5.0
102149,2.0
102242,3.0
102348,11.0
102526,2.0
102667,2.0
103068,4.0
103727,3.0
103869,3.0
104179,3.0
104324,11.0
104489,5.0
104585,3.0
104669,2.0
104861,3.0
104974,2.0
105099,3.0
106181,2.0
106734,3.0
106839,1.0
106972,2.0
107367,9.0
107466,7.0
107644,8.0
108048,1.0
108163,6.0
108243,3.0
108745,2.0
108767,3.0
108894,3.0
109460,3.0
109563,11.0
110062,2.0
110236,7.0
110331,4.0
110798,3.0
110918,6.0
111585,3.0
111975,5.0
112158,11.0
112311,7.0
112455,5.0
112574,7.0
112679,2.0
112799,2.0
112890,1.0
113096,2.0
114201,3.0
114393,4.0
114581,2.0
114820,3.0
114987,4.0
115323,3.0
115476,5.0
115700,2.0
115733,9.0
115953,3.0
116105,5.0
116441,3.0
116590,2.0
116865,3.0
117055,4.0
117379,3.0
118034,11.0
118178,7.0
118501,7.0
118649,7.0
118763,6.0
119112,7.0
119857,7.0
120261,7.0
120358,4.0
120546,3.0
120724,7.0
120785,3.0
120980,3.0
121012,4.0
121623,1.0
122107,2.0
122167,5.0
122338,4.0
122439,4.0
122730,2.0
122874,11.0
124159,3.0
124268,7.0
124393,3.0
124518,7.0
124616,4.0
124790,7.0
125002,7.0
125490,2.0
125923,9.0
126403,9.0
126645,5.0
126690,7.0
126821,3.0
127311,11.0
127572,4.0
128008,4.0
128105,10.0
128751,3.0
128900,7.0
129247,3.0
129317,2.0
129492,7.0
129682,5.0
130113,7.0
130550,7.0
130797,2.0
130839,11.0
130962,4.0
131265,2.0
131524,3.0
131673,3.0
132055,2.0
132211,11.0
132371,9.0
132866,7.0
132952,5.0
133324,4.0
133602,7.0
134092,3.0
134445,7.0
134732,8.0
134933,7.0
135036,7.0
135205,11.0
135400,7.0
135697,11.0
136578,8.0
136758,3.0
137091,3.0
137138,5.0
137265,7.0
137461,7.0
137938,11.0
138407,3.0
138643,7.0
138751,9.0
138881,11.0
139190,8.0
139201,4.0
139542,7.0
140021,11.0
140340,3.0
140675,3.0
140849,11.0
140959,7.0
141416,11.0
141599,3.0
142131,11.0
142192,11.0
142403,3.0
142772,11.0
142877,3.0
143453,3.0
143590,2.0
144018,9.0
144165,3.0
144289,11.0
144462,4.0
144931,7.0
145536,11.0
145746,9.0
146154,9.0
146235,7.0
146323,3.0
146830,8.0
146983,7.0
147463,11.0
147604,4.0
147716,1.0
148182,3.0
148296,7.0
148429,11.0
148596,3.0
148816,2.0
148901,7.0
149014,3.0
149692,11.0
150239,7.0
150353,7.0
150525,11.0
150878,4.0
151002,8.0
151070,7.0
151594,4.0
151774,11.0
152309,7.0
152462,5.0
152881,2.0
153110,5.0
153143,7.0
153512,11.0
153679,11.0
153836,7.0
154338,3.0
154653,3.0
154864,0.0
154985,11.0
155170,7.0
155296,9.0
155445,7.0
155804,5.0
156427,11.0
156678,3.0
156955,11.0
157289,2.0
157540,11.0
157795,2.0
158039,9.0
158206,5.0
158496,7.0
158702,3.0
158891,2.0
159337,3.0
159555,1.0
159962,8.0
160145,8.0
160316,5.0
160460,3.0
160649,10.0
160800,11.0
160918,3.0
161583,3.0
162066,11.0
162176,3.0
162535,7.0
162715,7.0
162904,7.0
162958,3.0
163408,7.0
163645,7.0
164170,11.0
164290,5.0
164595,7.0
164761,3.0
165033,4.0
165706,7.0
165887,3.0
165955,9.0
166317,3.0
166417,11.0
166652,7.0
167057,3.0
167271,7.0
167771,7.0
167955,7.0
168044,11.0
168386,7.0
168542,5.0
169126,7.0
169309,3.0
169671,11.0
169862,11.0
170011,4.0
170101,7.0
170450,7.0
171235,11.0
171586,5.0
171701,3.0
171925,7.0
172157,7.0
172418,7.0
172512,7.0
172719,3.0
172786,2.0
173013,11.0
173320,11.0
173992,7.0
174144,3.0
174189,3.0
174476,7.0
174620,5.0
174779,7.0
174845,7.0
175387,7.0
176062,7.0
176277,4.0
176512,3.0
176678,4.0
176839,4.0
176885,3.0
177151,5.0
177456,7.0
178018,3.0
178130,4.0
178330,3.0
178655,12.0
178712,3.0
179247,11.0
179545,11.0
179853,5.0
180045,3.0
180432,11.0
180654,2.0
181236,7.0
181287,3.0
181839,11.0
181915,7.0
182070,3.0
182405,3.0
182505,7.0
182650,7.0
182687,3.0
183268,3.0
183863,3.0
183974,4.0
184127,7.0
184574,7.0
184714,7.0
184752,7.0
185075,2.0
185415,5.0
185917,7.0
186180,4.0
186401,7.0
186631,7.0
186813,7.0
187170,11.0
187302,3.0
187470,7.0
187707,8.0
187938,3.0
187956,3.0
189203,3.0
189328,3.0
189414,5.0
189551,11.0
189636,11.0
190050,7.0
190815,7.0
190946,11.0
191228,3.0
191409,7.0
191509,11.0
191580,3.0
191753,5.0
192131,7.0
192707,3.0
192883,7.0
193026,11.0
193297,7.0
193435,3.0
193582,7.0
193787,3.0
194191,7.0
194783,7.0
194962,7.0
195086,7.0
195377,11.0
195847,7.0
196263,4.0
196509,9.0
196630,12.0
196842,7.0
197052,11.0
197154,7.0
197443,7.0
197946,11.0
198359,11.0
198543,3.0
198703,7.0
199115,7.0
199299,12.0
199534,11.0
199973,3.0
200418,7.0
200650,8.0
200759,7.0
200867,10.0
201230,11.0
201338,3.0
201595,7.0
202081,8.0
202474,7.0
202716,7.0
202869,11.0
202927,7.0
203277,3.0
203374,3.0
203669,7.0
204808,11.0
204934,7.0
204997,7.0
205126,9.0
205355,7.0
205488,11.0
205507,5.0
205690,3.0
206875,7.0
207015,11.0
207098,4.0
207204,7.0
207615,11.0
207793,8.0
208370,11.0
208533,9.0
208939,7.0
209106,11.0
209224,11.0
209356,9.0
209683,7.0
210478,11.0
210564,3.0
210798,11.0
211033,11.0
211284,7.0
211749,7.0
211931,3.0
212084,7.0
212370,11.0
212550,7.0
212651,11.0
213801,7.0
213999,7.0
214021,11.0
214163,7.0
214357,9.0
214399,3.0
214542,2.0
214698,3.0
215148,3.0
215834,3.0
216263,8.0
216450,8.0
216464,7.0
216599,3.0
216838,9.0
217045,9.0
217898,4.0
218166,5.0
218385,5.0
218551,11.0
218670,7.0
218890,7.0
219142,11.0
219430,4.0
220010,5.0
220206,3.0
220405,3.0
220606,4.0
220767,11.0
221198,7.0
221499,7.0
221921,11.0
222076,7.0
222275,7.0
222474,7.0
222688,7.0
222860,11.0
223285,11.0
223636,5.0
224019,11.0
224360,11.0
224806,11.0
224958,11.0
225118,5.0
225517,12.0
226073,7.0
226311,5.0
226466,8.0
226685,9.0
227233,11.0
227626,11.0
227818,11.0
227947,7.0
228141,7.0
228758,7.0
229383,9.0
229494,11.0
229685,7.0
229900,11.0
230085,11.0
230213,7.0
230287,6.0
230590,2.0
230826,7.0
231465,4.0
231769,11.0
232039,9.0
232143,7.0
232272,7.0
232350,7.0
232678,11.0
232891,7.0
233559,11.0
233829,7.0
234093,4.0
234221,4.0
234340,7.0
235000,11.0
235450,7.0
235704,5.0
235860,3.0
236173,11.0
236311,11.0
236436,11.0
236586,8.0
237024,3.0
237547,11.0
237777,4.0
237974,11.0
238371,7.0
238653,7.0
239129,5.0
239192,7.0
239435,11.0
239608,7.0
239867,11.0
240046,7.0
240317,3.0
240443,7.0
240798,9.0
241226,11.0
241526,11.0
241668,7.0
241893,3.0
242047,2.0
242859,7.0
243213,2.0
243334,11.0
243462,5.0
243553,3.0
243759,8.0
243958,7.0
244109,7.0
244952,11.0
245266,7.0
245394,7.0
245562,11.0
245712,6.0
246056,11.0
246198,11.0
246791,5.0
247017,7.0
247364,11.0
247459,7.0
247631,7.0
247774,7.0
248120,7.0
248279,11.0
248858,7.0
249081,7.0
249396,3.0
249520,7.0
249705,4.0
249832,4.0
250175,7.0
250346,7.0
250910,4.0
251109,3.0
251466,7.0
251630,8.0
251864,3.0
252230,7.0
252385,3.0
252712,5.0
253006,8.0
253567,5.0
253689,7.0
253838,3.0
253892,3.0
254162,6.0
254300,4.0
254448,7.0
255115,5.0
255615,3.0
255749,7.0
255925,11.0
255973,11.0
256260,11.0
256350,4.0
256468,3.0
257177,7.0
257672,7.0
257854,8.0
257979,7.0
258061,7.0
258318,7.0
258455,5.0
258538,7.0
259202,3.0
259909,7.0
260138,7.0
260595,7.0
260761,7.0
261022,9.0
261302,8.0
261442,11.0
261544,7.0
261715,3.0
262194,7.0
262849,11.0
262904,8.0
263052,3.0
263371,7.0
263464,3.0
263599,4.0
263744,3.0
264281,11.0
264945,5.0
265122,7.0
265426,7.0
265501,3.0
265694,8.0
265848,5.0
266000,7.0
266622,3.0
266972,3.0
267122,3.0
267190,7.0
267291,8.0
267515,11.0
267915,7.0
268447,7.0
268678,4.0
268723,8.0
269057,7.0
269190,7.0
269301,5.0
269581,7.0
269937,3.0
270442,2.0
270756,11.0
270841,5.0
271145,7.0
271282,11.0
271323,3.0
271576,2.0
271998,7.0
272511,7.0
272784,3.0
272942,5.0
273168,3.0
273389,7.0
273630,7.0
274089,11.0
274342,6.0
274571,7.0
274753,3.0
274879,11.0
275014,7.0
275223,7.0
275466,11.0
275665,2.0
276110,3.0
276416,7.0
276818,7.0
276950,7.0
277348,8.0
277532,7.0
278007,11.0
278137,3.0
278447,3.0
278623,2.0
278683,5.0
278844,3.0
279007,7.0
279138,3.0
279383,3.0
280217,11.0
280681,4.0
280764,11.0
280903,7.0
281030,3.0
281313,2.0
281442,7.0
281535,7.0
281853,2.0
282591,1.0
282924,3.0
283085,7.0
283236,9.0
283308,2.0
283679,8.0
284483,5.0
284819,3.0
284908,6.0
284984,7.0
285104,3.0
285317,11.0
285363,7.0
285713,8.0
286535,4.0
286889,7.0
286965,7.0
287047,7.0
287160,7.0
287385,4.0
287464,5.0
287663,3.0
287786,7.0
288911,3.0
289064,8.0
289106,7.0
289247,8.0
289462,11.0
289495,3.0
289690,3.0
289811,3.0
290977,7.0
291140,11.0
291194,8.0
291316,7.0
291484,3.0
291549,7.0
291769,11.0
291862,7.0
292407,2.0
293034,7.0
293140,2.0
293222,3.0
293506,3.0
293615,7.0
293825,4.0
293894,3.0
294340,3.0
294487,11.0
294987,2.0
295136,8.0
295195,7.0
295612,5.0
295706,11.0
296399,4.0
296794,2.0
296863,9.0
297173,3.0
297638,3.0
298046,6.0
298291,10.0
298451,7.0
298521,11.0
298835,3.0
298922,7.0
299255,11.0
299706,7.0
300046,3.0
300067,3.0
300348,7.0
300480,3.0
300889,7.0
301278,3.0
301467,3.0
301606,10.0
301792,11.0
302134,7.0
302536,7.0
302957,7.0
303032,11.0
303333,7.0
303486,3.0
303671,7.0
303853,7.0
304197,7.0
304592,7.0
304763,2.0
305033,7.0
305126,11.0
305315,3.0
305390,7.0
305542,7.0
305708,3.0
305911,7.0
306785,3.0
307091,7.0
307178,7.0
307376,7.0
307413,3.0
307789,11.0
308016,8.0
308631,7.0
308862,11.0
309147,7.0
309244,7.0
309434,7.0
309473,7.0
310074,7.0
310627,7.0
310711,4.0
310773,11.0
310928,7.0
311184,3.0
311308,7.0
311505,4.0
311893,3.0
312138,7.0
312730,3.0
312957,3.0
313246,7.0
313571,4.0
313622,8.0
313970,4.0
314086,3.0
314197,4.0
314337,2.0
314414,7.0
314804,4.0
315511,2.0
315630,7.0
315690,7.0
316029,7.0
316169,11.0
316327,2.0
316857,7.0
317230,12.0
317453,3.0
317548,3.0
317690,7.0
317763,4.0
317980,3.0
318061,3.0
318362,3.0
319150,11.0
319790,11.0
319848,11.0
320000,3.0
320086,3.0
320439,11.0
320590,9.0
321203,3.0
321219,4.0
321348,11.0
321595,7.0
321780,2.0
321965,5.0
322002,2.0
322483,3.0
322694,5.0
323359,9.0
323623,3.0
323841,7.0
324024,7.0
324098,11.0
324287,7.0
324749,7.0
324929,2.0
325079,1.0
325450,11.0
325480,11.0
325646,3.0
326193,8.0
326344,7.0
326600,3.0
326830,11.0
326960,3.0
327506,7.0
327707,7.0
328048,7.0
328224,3.0
328373,3.0
328666,7.0
328887,7.0
328986,3.0
329201,7.0
329589,11.0
329731,3.0
330284,7.0
330455,11.0
330853,3.0
330942,7.0
331066,11.0
331581,2.0
331671,5.0
332183,11.0
332340,4.0
332482,3.0
332877,3.0
332963,3.0
333131,4.0
333305,3.0
333456,3.0
333637,7.0
333770,5.0
334359,1.0
334547,7.0
334932,7.0
335025,7.0
335193,7.0
335637,2.0
335672,3.0
335825,4.0
336157,3.0
336382,3.0
336466,5.0
336953,3.0
337252,7.0
337731,7.0
337921,11.0
338072,3.0
338407,3.0
338518,7.0
339160,5.0
339306,7.0
339669,7.0
339797,7.0
339985,7.0
340125,7.0
340279,3.0
340390,2.0
340469,7.0
340580,7.0
340789,3.0
340862,1.0
341700,3.0
342044,7.0
342114,2.0
342313,3.0
342424,3.0
342609,9.0
342845,7.0
342888,3.0
343239,3.0
343723,3.0
344114,7.0
344512,11.0
344666,7.0
344929,11.0
345023,9.0
345296,7.0
345404,7.0
345794,7.0
346191,11.0
346564,7.0
346721,7.0
346992,7.0
347082,7.0
347323,3.0
347459,7.0
347859,7.0
348257,7.0
348590,3.0
348780,7.0
349149,7.0
349375,7.0
349716,3.0
349887,3.0
350102,7.0
350316,7.0
350499,9.0
350806,3.0
351260,5.0
351401,3.0
351981,11.0
352399,11.0
352519,3.0
352591,11.0
352702,11.0
352830,3.0
353082,11.0
353326,7.0
353708,3.0
354061,11.0
354398,2.0
354601,11.0
354858,6.0
354893,7.0
355137,7.0
355350,3.0
355515,3.0
355762,7.0
356121,7.0
356255,3.0
356621,3.0
356922,4.0
356951,7.0
357415,7.0
357841,11.0
358067,3.0
358139,3.0
358317,7.0
358509,8.0
358718,11.0
358981,7.0
359254,3.0
359435,3.0
360151,11.0
360372,7.0
360586,11.0
360771,7.0
360842,5.0
361065,11.0
361312,7.0
361586,9.0
361962,3.0
362458,11.0
362677,11.0
363136,11.0
363333,3.0
363793,5.0
363987,3.0
364046,11.0
364528,7.0
364566,7.0
364732,7.0
365171,3.0
365237,5.0
365389,7.0
365693,3.0
365848,7.0
366046,7.0
366357,3.0
366582,7.0
366798,7.0
367200,3.0
367448,7.0
367755,7.0
367938,11.0
368110,7.0
368642,7.0
368861,7.0
369201,2.0
369339,11.0
369542,11.0
369790,3.0
370009,4.0
370167,4.0
370327,3.0
370699,7.0
370920,7.0
371426,11.0
371612,7.0
371852,7.0
372061,7.0
372189,3.0
372349,3.0
372754,4.0
372977,7.0
373176,3.0
373488,7.0
373633,3.0
373944,11.0
374246,7.0
374402,7.0
374604,3.0
374835,11.0
375031,7.0
375260,11.0
375518,3.0
375687,7.0
376006,7.0
376313,7.0
376664,4.0
376931,5.0
377090,7.0
377279,3.0
377430,3.0
377573,7.0
377752,7.0
378211,3.0
378988,7.0
379013,8.0
379306,3.0
379487,7.0
379628,7.0
379661,8.0
379816,7.0
380270,7.0
381050,7.0
381067,7.0
381361,7.0
381552,7.0
381722,7.0
381898,11.0
382225,7.0
382324,7.0
382636,5.0
383108,7.0
383445,11.0
383640,8.0
383786,7.0
383925,3.0
384351,3.0
384713,11.0
384905,3.0
385135,3.0
385205,4.0
385513,7.0
385674,3.0
385982,7.0
386334,3.0
386373,3.0
386777,7.0
386971,7.0
387198,7.0
387498,3.0
387593,11.0
387728,4.0
388040,7.0
388389,7.0
388842,7.0
389160,3.0
389223,3.0
389556,7.0
389696,5.0
389787,7.0
389959,3.0
389980,5.0
390450,7.0
391098,3.0
391184,3.0
391313,11.0
391587,3.0
391896,5.0
391982,3.0
392528,11.0
392677,4.0
393154,7.0
393207,3.0
393336,3.0
393612,3.0
393810,3.0
394045,7.0
394548,3.0
394873,4.0
395190,3.0
395269,7.0
395680,4.0
395867,7.0
396025,7.0
396151,5.0
396358,2.0
396462,7.0
396601,7.0
396770,2.0
397219,3.0
397951,11.0
398077,7.0
398180,3.0
398416,7.0
398546,11.0
398626,3.0
398838,7.0
399287,4.0
399971,3.0
400101,3.0
400233,7.0
400438,3.0
400601,7.0
400682,7.0
400921,11.0
401360,11.0
401687,2.0
401768,2.0
401989,3.0
402254,3.0
402476,3.0
402494,7.0
402972,4.0
403109,3.0
403162,6.0
403613,3.0
403752,7.0
403851,11.0
404323,7.0
404538,7.0
405170,7.0
405244,11.0
405442,3.0
405666,7.0
405808,7.0
405904,7.0
406011,5.0
406560,3.0
407165,2.0
407265,3.0
407465,3.0
407719,7.0
407864,7.0
407985,11.0
408067,7.0
408618,7.0
409153,2.0
409247,11.0
409369,5.0
409452,2.0
409961,5.0
410022,3.0
410461,2.0
410579,3.0
410676,7.0
410740,5.0
412020,7.0
412080,7.0
412243,7.0
412341,7.0
412514,7.0
412638,7.0
412700,3.0
412821,11.0
414046,3.0
414141,7.0
414326,4.0
414401,7.0
414532,3.0
414710,7.0
414776,4.0
414912,11.0
416035,2.0
416198,7.0
416411,11.0
416463,7.0
416641,5.0
416729,3.0
416805,3.0
416968,7.0
417150,3.0
417552,2.0
417925,3.0
418083,3.0
418257,7.0
418469,7.0
418694,7.0
418750,3.0
419174,3.0
419873,3.0
420005,11.0
420142,7.0
420286,3.0
420531,7.0
420586,12.0
420690,2.0
421198,3.0
421409,3.0
421825,3.0
421952,11.0
422023,3.0
422322,3.0
422551,3.0
422618,3.0
423123,11.0
423437,3.0
423675,1.0
424079,7.0
424240,3.0
424346,3.0
424573,3.0
425046,7.0
425502,7.0
425745,7.0
425856,11.0
426104,3.0
426303,7.0
426406,7.0
426625,7.0
427066,3.0
427531,3.0
427745,3.0
427803,7.0
427912,7.0
428160,7.0
428335,3.0
428436,3.0
429085,3.0
429311,7.0
429591,7.0
429912,8.0
429976,7.0
430415,11.0
430495,7.0
430735,8.0
431141,7.0
431367,7.0
431499,2.0
431644,7.0
431995,8.0
432051,4.0
432553,7.0
432730,2.0
432801,4.0
433178,3.0
433207,7.0
433388,3.0
433524,3.0
433678,3.0
433954,7.0
434017,3.0
434817,11.0
435265,7.0
435448,7.0
435515,2.0
436036,3.0
436181,5.0
436389,3.0
436638,3.0
436674,8.0
436837,3.0
436933,11.0
437500,7.0
437791,3.0
438054,3.0
438110,4.0
438284,5.0
438418,3.0
438585,2.0
438660,3.0
438860,3.0
439232,3.0
439370,2.0
439845,7.0
439979,3.0
440107,7.0
440438,3.0
440612,3.0
440715,7.0
441250,3.0
441423,7.0
441559,3.0
441866,3.0
442000,3.0
442163,7.0
442339,2.0
442631,3.0
442736,3.0
443414,2.0
443610,7.0
443755,3.0
443790,1.0
443894,3.0
444052,7.0
444151,2.0
444329,2.0
444530,3.0
445266,3.0
445602,2.0
445747,2.0
445859,4.0
445965,4.0
446129,11.0
446349,3.0
446581,7.0
446945,2.0
447018,1.0
447287,3.0
447436,2.0
447677,11.0
447767,3.0
448136,3.0
448151,3.0
448602,3.0
448918,7.0
448939,2.0
449287,3.0
449310,3.0
449458,3.0
449795,5.0
450060,3.0
450191,7.0
450459,7.0
450544,2.0
450658,7.0
450942,3.0
451852,7.0
452118,7.0
452209,3.0
452320,9.0
452484,3.0
452601,7.0
452714,7.0
453407,2.0
453908,7.0
454009,6.0
454106,2.0
454262,7.0
454504,3.0
454622,3.0
454772,7.0
455226,3.0
455461,7.0
455622,3.0
455740,3.0
455826,1.0
455962,7.0
456111,5.0
456315,7.0
456879,1.0
457433,3.0
457484,3.0
457652,3.0
457793,7.0
457981,3.0
458132,3.0
458246,5.0
458901,3.0
459096,3.0
459389,1.0
459504,3.0
459848,7.0
459956,1.0
460249,5.0
460297,7.0
460475,2.0
460655,7.0
460660,8.0
461115,3.0
461350,1.0
461776,3.0
461899,7.0
462015,7.0
462268,3.0
462540,4.0
462617,1.0
463179,4.0
463352,2.0
463736,3.0
463796,3.0
463974,11.0
464070,7.0
464404,6.0
464562,3.0
465235,7.0
465343,2.0
465525,3.0
465677,3.0
465756,3.0
465854,7.0
465994,3.0
466091,3.0
466459,3.0
466938,2.0
467286,7.0
467546,3.0
467634,1.0
467813,7.0
468050,7.0
468241,6.0
468478,3.0
468754,3.0
468996,7.0
469359,11.0
469565,3.0
469838,3.0
470105,7.0
470291,4.0
470497,3.0
470650,2.0
470776,3.0
470923,2.0
471064,4.0
471383,3.0
472160,7.0
472646,6.0
472671,3.0
472828,7.0
472948,3.0
473053,2.0
473328,9.0
473434,7.0
473944,3.0
474064,3.0
474215,7.0
474448,3.0
474584,7.0
474665,3.0
474722,7.0
475133,11.0
475878,7.0
475962,3.0
476116,7.0
476292,11.0
476473,3.0
476684,3.0
477196,7.0
477407,3.0
477566,11.0
477937,7.0
477984,3.0
478183,4.0
478319,3.0
478494,3.0
478683,3.0
478737,7.0
479461,7.0
479580,2.0
479855,3.0
479961,3.0
480044,7.0
480227,3.0
480337,3.0
480701,3.0
481163,3.0
481479,3.0
481598,3.0
481877,3.0
481981,3.0
482247,3.0
482357,3.0
482714,3.0
482726,3.0
483098,3.0
483472,3.0
483532,7.0
483841,3.0
483895,3.0
484149,8.0
484272,3.0
484650,3.0
484774,7.0
485012,3.0
485117,3.0
485423,7.0
485527,7.0
485862,3.0
486207,7.0
486716,4.0
486766,2.0
487067,7.0
487140,3.0
487328,3.0
487488,7.0
487582,7.0
487884,3.0
488255,3.0
488821,4.0
489034,7.0
489093,3.0
489540,7.0
489636,7.0
489803,7.0
490273,3.0
490877,7.0
491085,4.0
491145,7.0
491365,7.0
491592,7.0
491693,7.0
491823,3.0
491996,3.0
492333,7.0
492516,7.0
493074,2.0
493203,7.0
493610,3.0
493747,7.0
493880,7.0
494016,3.0
494196,3.0
494355,3.0
494571,7.0
494694,2.0
495260,7.0
495474,3.0
495899,3.0
496035,3.0
496219,3.0
496591,3.0
496651,1.0
496835,7.0
497018,3.0
497362,5.0
497493,3.0
497799,7.0
498094,7.0
498274,7.0
498612,3.0
498854,3.0
499069,7.0
499380,3.0
499514,3.0
499729,3.0
499854,7.0
499970,3.0
500146,7.0
500329,7.0
500497,3.0
500612,2.0
501088,3.0
501270,3.0
501789,7.0
501876,3.0
501991,3.0
502348,3.0
502516,3.0
